Status,Family size,AMI,Gender,Monthly Rent,Back Rent Claimed,zip,0,1,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$3,195.00 ","$3,195.00 ",90033,3195,3195,,,,,,1
Tenant Application Received,1,30,Male,"$3,199.00 ","$25,032.00 ",90004,0,3199,,,,,,1
Application on Hold,1,30,Male,"$3,199.00 ","$12,796.00 ",90023,12796,3199,,,,,,1
Closed Ineligible,5,50,Female,"$3,199.00 ","$7,597.00 ",91750,7597,3199,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$97,000.00 ",91605,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$96,000.00 ",91504,0,3200,,,,,,1
Closed Ineligible,4,30,I prefer not to answer,"$3,200.00 ","$88,600.00 ",91303,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$83,200.00 ",90012,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$83,200.00 ",91343,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$83,200.00 ",90061,0,3200,,,,,,1
Tenant Application Received,4,30,Female,"$3,200.00 ","$80,000.00 ",91344,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$80,000.00 ",90064,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$73,600.00 ",90014,0,3200,,,,,,1
Manager Approval Required,1,30,Male,"$3,200.00 ","$73,600.00 ",90041,0,3200,,,,,,1
Tenant Application Received,3,30,Male,"$3,200.00 ","$68,800.00 ",90027,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$67,200.00 ",90047,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$64,800.00 ",91352,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$60,800.00 ",91311,0,3200,,,,,,1
Closed Ineligible,1,30,Female,"$3,200.00 ","$60,800.00 ",91505,0,3200,,,,,,1
Tenant Application Received,4,30,Female,"$3,200.00 ","$59,350.00 ",90043,0,3200,,,,,,1
Application on Hold,1,30,Female,"$3,200.00 ","$59,280.00 ",90028,0,3200,,,,,,1
Tenant Application Received,3,30,Male,"$3,200.00 ","$57,600.00 ",91601,0,3200,,,,,,1
Manager Approval Required,3,30,Female,"$3,200.00 ","$57,600.00 ",91042,0,3200,,,,,,1
Tenant Application Received,3,80,Male,"$3,200.00 ","$57,600.00 ",91343,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$55,500.00 ",90028,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$54,400.00 ",90247,0,3200,,,,,,1
Tenant Application Received,1,80,Female,"$3,200.00 ","$54,400.00 ",90069,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$52,800.00 ",91042,0,3200,,,,,,1
Tenant Application Received,1,30,Gender Non-Confirming,"$3,200.00 ","$52,300.00 ",90011,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$52,200.00 ",91343,0,3200,,,,,,1
Tenant Application Received,3,30,Male,"$3,200.00 ","$51,200.00 ",90044,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$51,200.00 ",90027,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$51,200.00 ",91352,0,3200,,,,,,1
Tenant Application Received,2,30,I prefer not to answer,"$3,200.00 ","$49,600.00 ",91405,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$48,000.00 ",90007,0,3200,,,,,,1
Tenant Application Received,8+,30,Female,"$3,200.00 ","$48,000.00 ",90043,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$47,800.00 ",90018,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$45,150.00 ",90011,0,3200,,,,,,1
Closed Ineligible,3,30,Male,"$3,200.00 ","$44,800.00 ",90002,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$44,800.00 ",90056,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$44,800.00 ",91352,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$42,200.00 ",91402,0,3200,,,,,,1
Tenant Application Received,4,30,Male,"$3,200.00 ","$41,600.00 ",90044,0,3200,,,,,,1
Tenant Application Received,6,30,Male,"$3,200.00 ","$41,600.00 ",,0,3200,,,,,,1
Closed Ineligible,5,30,Male,"$3,200.00 ","$38,400.00 ",93536,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$38,400.00 ",90067,0,3200,,,,,,1
Tenant Application Received,4,30,Female,"$3,200.00 ","$38,400.00 ",90044,0,3200,,,,,,1
Closed Ineligible,1,50,Male,"$3,200.00 ","$38,400.00 ",90044,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$38,400.00 ",91304,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$38,400.00 ",90011,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$38,400.00 ",91402,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$38,400.00 ",91405,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$37,120.00 ",90069,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$35,800.00 ",90047,0,3200,,,,,,1
Closed Ineligible,5,30,Male,"$3,200.00 ","$35,200.00 ",90001,0,3200,,,,,,1
Closed Ineligible,2,30,Female,"$3,200.00 ","$35,200.00 ",91201,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$35,200.00 ",91606,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$35,200.00 ",91606,0,3200,,,,,,1
Tenant Application Received,3,50,Female,"$3,200.00 ","$35,000.00 ",90061,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$32,000.00 ",90003,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$32,000.00 ",90061,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$32,000.00 ",91344,0,3200,,,,,,1
Tenant Pending Initial Submission of Documents,1,30,Female,"$3,200.00 ","$32,000.00 ",91606,0,3200,,,,,,1
Closed Ineligible,2,30,Female,"$3,200.00 ","$31,000.00 ",90002,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$30,200.00 ",90017,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$29,550.00 ",,0,3200,,,,,,1
Manager Approval Required,3,30,Female,"$3,200.00 ","$28,809.00 ",91405,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$28,800.00 ",91606,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$28,800.00 ",90247,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$28,800.00 ",90016,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$28,800.00 ",91342,0,3200,,,,,,1
Tenant Application Received,4,50,Male,"$3,200.00 ","$28,800.00 ",91605,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$28,800.00 ",91607,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$28,800.00 ",91352,0,3200,,,,,,1
Tenant Application Received,1,80,Male,"$3,200.00 ","$28,800.00 ",90008,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$27,250.00 ",90011,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$25,800.00 ",91402,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$25,700.00 ",91303,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$25,600.00 ",90002,0,3200,,,,,,1
Tenant Application Received,5,30,Female,"$3,200.00 ","$25,600.00 ",91335,0,3200,,,,,,1
Tenant Application Received,4,30,Female,"$3,200.00 ","$25,600.00 ",91405,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$25,600.00 ",91344,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$25,600.00 ",91306,0,3200,,,,,,1
Tenant Eligibility Under Review,2,50,Female,"$3,200.00 ","$25,600.00 ",90018,0,3200,,,,,,1
Closed Ineligible,1,30,Female,"$3,200.00 ","$25,600.00 ",91205,0,3200,,,,,,1
Tenant Application Received,4,30,Male,"$3,200.00 ","$25,600.00 ",91402,0,3200,,,,,,1
Tenant Application Received,3,50,Female,"$3,200.00 ","$25,600.00 ",,0,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$3,200.00 ","$25,600.00 ",90037,0,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,3,30,Female,"$3,200.00 ","$25,600.00 ",91343,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$24,000.00 ",90047,0,3200,,,,,,1
Closed Ineligible,2,30,Female,"$3,200.00 ","$23,450.00 ",90008,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$22,400.00 ",90062,0,3200,,,,,,1
Tenant Application Received,4,30,Female,"$3,200.00 ","$22,400.00 ",91406,0,3200,,,,,,1
Tenant Application Received,2,50,Female,"$3,200.00 ","$22,400.00 ",90044,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$22,400.00 ",91605,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$22,400.00 ",90011,0,3200,,,,,,1
Closed Ineligible,2,50,Female,"$3,200.00 ","$22,400.00 ",90001,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$22,400.00 ",90008,0,3200,,,,,,1
Tenant Application Received,5,30,Male,"$3,200.00 ","$22,400.00 ",91325,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$22,400.00 ",91352,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$22,400.00 ",91343,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$22,400.00 ",90015,0,3200,,,,,,1
Tenant Application Received,7,30,Female,"$3,200.00 ","$22,400.00 ",91605,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$22,400.00 ",91356,0,3200,,,,,,1
Tenant Application Received,1,50,Female,"$3,200.00 ","$22,400.00 ",91402,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$22,400.00 ",90035,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$22,400.00 ",90047,0,3200,,,,,,1
Tenant Application Received,2,30,Male,"$3,200.00 ","$22,400.00 ",90016,0,3200,,,,,,1
Tenant Application Received,2,80,Female,"$3,200.00 ","$22,400.00 ",90061,0,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$21,800.00 ",90033,0,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$21,400.00 ",90045,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$21,400.00 ",90044,0,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Female,"$3,200.00 ","$20,702.00 ",90036,0,3200,,,,,,1
Tenant Application Received,3,50,Male,"$3,200.00 ","$20,700.00 ",91040,0,3200,,,,,,1
Tenant Application Received,4,30,Male,"$3,200.00 ","$20,400.00 ",90024,0,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$20,100.00 ",90045,0,3200,,,,,,1
Tenant Application Received,2,30,I prefer not to answer,"$3,200.00 ","$19,992.00 ",90094,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,200.00 ","$19,200.00 ",90038,0,3200,,,,,,1
Manager Approval Required,1,30,Male,"$3,200.00 ","$19,200.00 ",91605,0,3200,,,,,,1
Manager Approval Required,2,30,Female,"$3,200.00 ","$19,200.00 ",91343,0,3200,,,,,,1
Application on Hold,4,30,Male,"$3,200.00 ","$19,200.00 ",91325,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$3,200.00 ","$19,200.00 ",91406,0,3200,,,,,,1
Application on Hold,1,30,Female,"$3,200.00 ","$19,200.00 ",90011,0,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,4,30,Female,"$3,200.00 ","$19,200.00 ",90043,0,3200,,,,,,1
Application on Hold,4,30,Male,"$3,200.00 ","$19,200.00 ",91342,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,200.00 ","$19,200.00 ",90049,0,3200,,,,,,1
Application on Hold,1,30,Female,"$3,200.00 ","$19,200.00 ",90044,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,200.00 ","$19,200.00 ",90003,0,3200,,,,,,1
Closed Ineligible,1,30,Male,"$3,200.00 ","$19,200.00 ",90302,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$19,200.00 ",91606,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,200.00 ","$19,200.00 ",90043,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,200.00 ","$19,200.00 ",90062,0,3200,,,,,,1
Manager Approval Required,2,30,Female,"$3,200.00 ","$19,200.00 ",91402,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,200.00 ","$19,200.00 ",90043,0,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$19,200.00 ",90292,0,3200,,,,,,1
Manager Approval Required,1,30,Male,"$3,200.00 ","$19,200.00 ",90047,0,3200,,,,,,1
Manager Approval Required,1,30,Female,"$3,200.00 ","$19,200.00 ",90011,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,200.00 ","$19,200.00 ",90031,0,3200,,,,,,1
Application on Hold,1,30,Female,"$3,200.00 ","$19,200.00 ",90044,0,3200,,,,,,1
Closed Ineligible,1,30,Male,"$3,200.00 ","$19,200.00 ",90001,0,3200,,,,,,1
Manager Approval Required,1,30,Female,"$3,200.00 ","$19,200.00 ",90011,0,3200,,,,,,1
Closed Ineligible,1,30,Female,"$3,200.00 ","$19,200.00 ",90011,0,3200,,,,,,1
Manager Approval Required,1,30,Female,"$3,200.00 ","$19,200.00 ",90002,0,3200,,,,,,1
Application on Hold,3,30,Female,"$3,200.00 ","$19,200.00 ",91401,0,3200,,,,,,1
Application on Hold,1,30,Male,"$3,200.00 ","$19,200.00 ",90018,0,3200,,,,,,1
Application on Hold,6,30,Female,"$3,200.00 ","$19,200.00 ",90016,0,3200,,,,,,1
Manager Approval Required,1,30,Female,"$3,200.00 ","$19,200.00 ",90031,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,200.00 ","$19,200.00 ",91606,0,3200,,,,,,1
Application on Hold,2,30,Male,"$3,200.00 ","$19,200.00 ",90044,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,200.00 ","$19,200.00 ",90003,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$3,200.00 ","$19,200.00 ",90059,0,3200,,,,,,1
Closed Ineligible,1,30,Male,"$3,200.00 ","$19,200.00 ",90008,0,3200,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$19,200.00 ",90061,0,3200,,,,,,1
Manager Approval Required,2,30,Male,"$3,200.00 ","$19,200.00 ",90027,0,3200,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,2,30,Female,"$3,200.00 ","$19,200.00 ",91306,0,3200,,,,,,1
Application on Hold,3,30,Female,"$3,200.00 ","$19,200.00 ",90003,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,200.00 ","$19,200.00 ",91040,0,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,50,Male,"$3,200.00 ","$19,200.00 ",90035,0,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,4,30,Male,"$3,200.00 ","$19,200.00 ",90003,0,3200,,,,,,1
Closed Ineligible,2,30,Male,"$3,200.00 ","$18,800.00 ",90047,18800,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,200.00 ","$18,450.00 ",90047,18450,3200,,,,,,1
Closed Ineligible,2,50,Female,"$3,200.00 ","$18,400.00 ",91203,18400,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,"$3,200.00 ","$18,200.00 ",91402,18200,3200,,,,,,1
Tenant Eligibility Under Review,2,30,Male,"$3,200.00 ","$18,038.70 ",90029,18038.7,3200,,,,,,1
Application on Hold,2,30,Female,"$3,200.00 ","$18,000.00 ",90012,18000,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,200.00 ","$17,950.00 ",91402,17950,3200,,,,,,1
Tenant Application Received,2,30,Female,"$3,200.00 ","$17,805.00 ",91331,17805,3200,,,,,,1
Closed Ineligible,4,30,Male,"$3,200.00 ","$17,500.00 ",91755,17500,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,"$3,200.00 ","$17,000.00 ",90011,17000,3200,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$3,200.00 ","$16,910.00 ",91364,16910,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$16,800.00 ",91344,16800,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$16,000.00 ",90016,16000,3200,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$16,000.00 ",90043,16000,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,200.00 ","$16,000.00 ",90026,16000,3200,,,,,,1
Tenant Pending Final Submission of Documents,6,30,Male,"$3,200.00 ","$16,000.00 ",91402,16000,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$16,000.00 ",90016,16000,3200,,,,,,1
Closed Ineligible,2,30,Female,"$3,200.00 ","$15,000.00 ",90015,15000,3200,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,6,30,Male,"$3,200.00 ","$15,000.00 ",90247,15000,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,200.00 ","$14,800.00 ",90006,14800,3200,,,,,,1
Tenant Application Received,3,30,Male,"$3,200.00 ","$14,660.00 ",90043,14660,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,"$3,200.00 ","$13,200.00 ",90047,13200,3200,,,,,,1
Closed Ineligible,1,30,Female,"$3,200.00 ","$13,000.00 ",90028,13000,3200,,,,,,1
Application on Hold,5,30,Male,"$3,200.00 ","$12,800.00 ",91367,12800,3200,,,,,,1
Application on Hold,2,30,Female,"$3,200.00 ","$12,800.00 ",90094,12800,3200,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,"$3,200.00 ","$12,800.00 ",90023,12800,3200,,,,,,1
Application on Hold,1,30,Female,"$3,200.00 ","$12,800.00 ",91367,12800,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,200.00 ","$12,800.00 ",90044,12800,3200,,,,,,1
Application on Hold,1,30,Male,"$3,200.00 ","$12,603.00 ",90023,12603,3200,,,,,,1
Tenant Application Received,3,30,Female,"$3,200.00 ","$12,250.00 ",90047,12250,3200,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$3,200.00 ","$12,000.00 ",90026,12000,3200,,,,,,1
Application on Hold,8+,30,Female,"$3,200.00 ","$12,000.00 ",91306-1123,12000,3200,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,"$3,200.00 ","$11,900.00 ",90034,11900,3200,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Female,"$3,200.00 ","$11,200.00 ",91504,11200,3200,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Male,"$3,200.00 ","$9,600.00 ",90012,9600,3200,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,"$3,200.00 ","$9,600.00 ",91601,9600,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$9,600.00 ",90012,9600,3200,,,,,,1
Application on Hold,2,30,Female,"$3,200.00 ","$9,600.00 ",91364,9600,3200,,,,,,1
Tenant Pending Initial Submission of Documents,6,30,Male,"$3,200.00 ","$9,600.00 ",91406,9600,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,200.00 ","$9,600.00 ",90037,9600,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,"$3,200.00 ","$9,600.00 ",90013,9600,3200,,,,,,1
Closed Ineligible,2,30,Male,"$3,200.00 ","$9,540.00 ",91766,9540,3200,,,,,,1
Tenant Application Received,3,50,Male,"$3,200.00 ","$9,400.00 ",90008,9400,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$8,300.00 ",90012,8300,3200,,,,,,1
Tenant Application Received,1,30,Female,"$3,200.00 ","$7,200.00 ",91343,7200,3200,,,,,,1
Closed Ineligible,4,30,Male,"$3,200.00 ","$6,850.00 ",91042,6850,3200,,,,,,1
Tenant Application Received,4,30,Female,"$3,200.00 ","$6,600.00 ",91402,6600,3200,,,,,,1
Tenant Eligibility Under Review,1,30,Female,"$3,200.00 ","$6,400.00 ",90028,6400,3200,,,,,,1
Tenant Approved: Closed Landlord Paid,2,30,Female,"$3,200.00 ","$6,400.00 ",90028,6400,3200,,,,,,1
Application on Hold,3,30,Male,"$3,200.00 ","$6,400.00 ",90014,6400,3200,,,,,,1
Manager Approval Required,6,30,Female,"$3,200.00 ","$6,400.00 ",91335,6400,3200,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,"$3,200.00 ","$6,400.00 ",90043,6400,3200,,,,,,1
Application on Hold,3,30,Male,"$3,200.00 ","$4,886.00 ",90031,4886,3200,,,,,,1
Closed Ineligible,2,30,Female,"$3,200.00 ","$3,653.12 ",90232,3653.12,3200,,,,,,1
Application on Hold,2,30,Female,"$3,200.00 ","$3,540.57 ",90028,3540.57,3200,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,"$3,200.00 ","$3,220.00 ",90012,3220,3200,,,,,,1
Closed Ineligible,1,30,Male,"$3,200.00 ","$3,200.00 ",91789,3200,3200,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,200.00 ","$3,200.00 ",90210,3200,3200,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,"$3,200.00 ","$3,200.00 ",90011,3200,3200,,,,,,1
Application on Hold,3,30,Female,"$3,200.00 ","$3,070.00 ",90011,3070,3200,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,7,30,Female,"$3,200.00 ","$2,200.00 ",91304,2200,3200,,,,,,1
Tenant Application Received,1,30,Male,"$3,202.00 ","$38,424.00 ",90028,0,3202,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,204.00 ","$3,615.63 ",90036,3615.63,3204,,,,,,1
Tenant Application Received,2,30,Female,"$3,210.00 ","$32,100.00 ",90038,0,3210,,,,,,1
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Female,"$3,210.00 ","$8,899.76 ",90015,8899.76,3210,,,,,,1
Tenant Application Received,1,30,Female,"$3,211.00 ","$22,477.00 ",90028,0,3211,,,,,,1
Tenant Pending Final Submission of Documents,8+,30,Female,"$3,212.00 ","$8,601.58 ",91367,8601.58,3212,,,,,,1
Tenant Application Received,2,30,Female,"$3,213.00 ","$42,544.00 ",91303,0,3213,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,"$3,213.76 ","$6,427.52 ",90017,6427.52,3213.76,,,,,,1
Tenant Application Received,3,30,Female,"$3,215.00 ","$22,505.00 ",90004,0,3215,,,,,,1
