Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Application on Hold,2,30,Black,Female,"$1,699.00","$8,495.00",90028,13
Tenant Pending Final Submission of Documents,1,30,White,Female,"$1,903.33","$5,407.33",90038,13
Tenant Application Received,1,30,Other,Female,"$2,800.00","$31,200.00",90028,13
Tenant Application Received,1,30,Hispanic,Male,$978.38,"$9,705.00",90034,10
Tenant Application Received,2,30,White,Female,"$1,200.00","$12,000.00",91311,12
Application on Hold,1,30,Other,Gender Non-Confirming,"$1,765.00","$4,672.77",90031,14
Tenant Pending Final Submission of Documents,3,30,Black,Female,$400.00,"$2,170.00",90044,9
Closed Ineligible,2,80,Hispanic,Male,"$1,425.00","$22,800.00",90250, 
Tenant Application Received,1,30,Other,Male,"$2,000.00","$8,690.00",91601,2
Tenant Approved: Tenant & Landlord Under Review,1,30,Hispanic,Female,"$2,800.00","$12,721.59",90057,1
Closed Ineligible,1,30,White,Female,"$1,800.00","$1,800.00",91502, 
Closed Ineligible,3,30,Hispanic,Female,"$1,700.00","$10,200.00",90201, 
Tenant Approved: Tenant & Landlord Under Review,2,30,Other,Male,"$2,500.00","$15,000.00",91606,2
Tenant Application Received,1,30,White,Male,"$2,300.00","$61,620.00",91364,3
Closed Ineligible,1,30,Black,Female,"$2,564.00","$5,541.69",91403,4
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Application Received,3,30,Black,Male,"$1,650.00","$10,725.00",90004,13
Tenant Application Received,2,30,Asian,Female,"$2,445.00","$22,005.00",90015,14
Tenant Application Received,4,30,White,Female,"$3,000.00","$51,000.00",91605,2
Tenant Approved: Closed Landlord Paid,2,50,White,Female,"$2,520.00","$14,208.00",91364,3
Tenant Pending Final Submission of Documents,1,30,White,Female,"$1,739.00","$1,739.00",91403,4
Tenant Application Received,4,30,White,Female,"$3,500.00","$73,500.00",91406,6
Application on Hold,6,30,Hispanic,Male,"$2,195.00","$8,380.00",91342,7
Tenant Application Received,1,30,Black,Male,"$2,100.00","$37,800.00",90006,1
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$1,200.00","$3,600.00",90007,8
Application on Hold,1,30,Other,Female,"$2,250.00","$14,850.00",91606,2
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,060.00","$3,486.00",91356,3
Tenant Application Received,1,30,Black,Male,"$2,300.00","$23,000.00",90012,14
Closed Ineligible,2,30,Hispanic,Male,"$1,100.00","$5,500.00",90063, 
Tenant Application Received,1,30,Asian,Female,"$1,695.00","$42,375.00",90038,13
Tenant Application Received,1,30,Black,Male,"$1,350.00","$27,000.00",90003,8
Tenant Application Received,3,30,Hispanic,Female,"$1,092.00","$17,472.00",90033,14
Tenant Application Received,1,30,Black,Male,"$1,300.00","$7,450.00",90008,10
Closed Ineligible,4,30,White,Female,"$3,054.00","$15,757.00",91303,3
Tenant Approved: Landlord Final Notification to Respond,5,30,Hispanic,Female,$965.42,"$1,930.84",90032,14
Tenant Approved: Closed Landlord Paid,1,30,Asian,Female,"$2,442.00","$12,860.10",90293,11
Closed Ineligible,1,50,Black,Male,"$1,200.00","$39,600.00",90047, 
Tenant Application Received,1,30,Hispanic,Female,"$1,378.00","$24,175.40",91605,2
Application on Hold,4,30,White,Female,"$2,300.00","$3,954.00",90026,13
Tenant Application Received,3,30,Hispanic,Female,"$1,290.00","$5,600.00",90063,14
Closed Ineligible,3,50,White,Male,"$2,400.00","$45,900.00",91504, 
Tenant Application Received,1,30,White,Female,"$1,275.00","$16,075.00",90027,4
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,"$5,500.00","$33,000.00",90006,10
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,650.00","$8,250.00",91401,4
Tenant Approved: Landlord Final Notification to Respond,2,30,Black,Female,$250.00,"$1,500.00",90007,9
Application on Hold,5,30,Hispanic,Female,"$1,435.00","$4,305.00",91402,6
Tenant Application Received,1,30,Hispanic,Male,"$2,600.00","$25,100.00",90002,15
Tenant Approved: Pending Payment to the Landlord,4,30,Hispanic,Female,"$2,350.00","$5,950.00",90042,1
Tenant Application Received,1,30,Other,Male,"$1,500.00","$22,500.00",91304,3
Closed Ineligible,3,30,Hispanic,Female,$600.00,"$2,400.00",90201, 
Tenant Application Received,2,30,Black,Female,"$3,100.00","$65,100.00",90017,1
Tenant Application Received,1,30,Hispanic,Female,"$1,204.50","$6,417.85",90017,1
Tenant Eligibility Under Review,1,30,Black,Male,"$2,589.00","$14,945.00",91364,3
Application on Hold,6,30,Hispanic,Female,"$2,008.00","$10,040.00",91345,7
Tenant Application Received,1,30,Hispanic,Male,$56.00,$616.00,90021,14
Tenant Pending Final Submission of Documents,3,30,Black,Female,"$2,325.00","$2,325.00",91326,12
Application on Hold,3,30,Hispanic,Female,"$2,230.00","$4,460.00",91303,3
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Male,"$1,600.00",$800.00,90028,13
Tenant Pending Final Submission of Documents,3,30,White,Male,"$1,135.00","$6,810.00",90048,5
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,000.00","$6,000.00",91402,6
Tenant Approved: Closed Landlord Paid,1,30,Black,Female,"$2,035.00","$5,934.62",90020,10
Closed Ineligible,4,30,Black,Female,"$1,712.00","$18,561.00",90021,9
Tenant Application Received,1,30,Black,Female,"$1,079.00","$22,838.00",90013,14
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Application on Hold,1,30,Black,Female,"$1,963.50","$11,062.50",90010,10
Tenant Approved: Closed Landlord Paid,5,30,Black,Female,"$1,900.00","$3,100.00",90302,8
Tenant Application Received,1,30,White,Female,"$4,800.00","$33,600.00",91605,6
Tenant Application Received,3,30,Hispanic,Female,"$3,100.00","$31,000.00",91402,6
Closed Ineligible,3,30,Black,Female,"$3,400.00","$21,000.00",90047,8
Application on Hold,1,30,Black,Female,"$3,200.00","$12,800.00",91367,3
Tenant Pending Final Submission of Documents,3,30,White,Male,"$6,000.00","$54,000.00",90019,10
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,White,Female,"$1,819.00","$2,538.00",90026,13
Tenant Application Received,3,30,Asian,Male,$761.00,"$13,698.00",90012,1
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$1,750.00","$5,450.00",90003,9
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,$698.74,"$4,192.44",90057,1
Application on Hold,1,30,White,Male,"$5,500.00","$33,000.00",91342,7
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,"$2,453.00","$7,350.00",91403,4
Application on Hold,2,30,Asian,Male,"$2,480.00","$17,607.65",90005,10
Tenant Application Received,2,30,Black,Female,"$3,350.00","$43,795.00",90015,14
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,970.00","$2,691.62",90006,10
Tenant Application Received,1,30,Black,Female,"$1,998.00","$24,847.08",90019,5
Tenant Application Received,1,30,Black,Male,"$1,800.00","$12,600.00",90003,9
Application on Hold,1,30,White,Female,"$1,450.00","$7,380.00",91356,3
Tenant Application Received,1,30,White,Male,"$3,150.00","$30,420.00",90031,14
Tenant Application Received,1,30,White,Female,"$3,172.00","$38,064.00",90025,5
Application on Hold,2,30,White,Female,"$1,350.00","$4,050.00",90731,15
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Female,"$1,401.00","$5,128.00",90029,13
Application on Hold,1,30,Other,Female,"$2,500.00","$14,000.00",91303,3
Tenant Application Received,1,30,White,Female,"$2,323.20","$65,049.60",90017,1
Closed Ineligible,1,30,Black,Male,"$2,250.50","$13,500.50",90020,10
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,500.00","$1,500.00",90038,5
Tenant Application Received,1,30,Asian,Female,$801.00,"$3,769.83",91401,2
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$2,125.00","$2,375.00",90042,1
Tenant Approved: Landlord Final Notification to Respond,5,30,Asian,Female,"$1,068.00","$1,068.00",91402,6
Tenant Application Received,3,30,Black,Female,"$1,283.83","$5,934.15",90744,15
Tenant Application Received,1,30,White,Female,"$1,469.32","$13,223.88",90046,4
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$2,492.00","$4,984.00",90042,14
Tenant Pending Final Submission of Documents,4,30,Other,Male,"$3,800.00","$7,600.00",91342,7
Tenant Application Received,4,30,White,Female,"$1,900.00","$16,850.00",90035,5
Tenant Eligibility Under Review,1,30,White,Female,"$1,325.61","$7,953.66",90068,4
Tenant Application Received,1,30,Black,Male,$700.00,"$12,600.00",91335,4
Tenant Application Received,1,30,Black,Male,"$1,378.13","$11,648.02",91604,4
Application on Hold,1,30,Hispanic,Female,"$1,000.00","$6,000.00",90065,1
Closed Ineligible,3,50,Hispanic,Male,"$1,500.00","$9,000.00",90001, 
Closed Ineligible,2,80,White,Male,"$2,220.00","$17,325.00",91205, 
Tenant Approved: Closed Landlord Paid,2,30,Black,Female,"$1,650.00","$9,900.00",90018,10
Tenant Application Received,2,30,Black,Male,"$2,995.00","$56,905.00",90008,8
Tenant Application Received,2,30,Black,Female,"$2,839.00","$19,873.00",91364,3
Application on Hold,3,30,Black,Female,"$1,850.00","$1,850.00",90032,14
Tenant Application Received,1,30,White,Male,"$1,073.00","$13,949.00",90010,10
Tenant Application Received,1,30,Other,Female,"$8,925.00","$181,273.85",90043,8
Tenant Application Received,5,30,Hispanic,Female,"$1,452.00","$20,509.00",90037,8
Tenant Application Received,1,30,Black,Female,"$3,000.00","$30,000.00",90045,11
Tenant Pending Final Submission of Documents,3,30,Other,Female,"$1,090.00","$2,180.00",90017,1
Tenant Application Received,1,30,Hispanic,Male,"$1,850.00","$11,950.00",90026,13
Tenant Application Received,3,30,Hispanic,Female,"$1,278.00","$22,375.00",91606,2
Tenant Application Received,1,30,Hispanic,Female,"$1,900.00","$16,200.00",90731,15
Tenant Application Received,2,30,Other,Female,"$1,434.00","$18,736.78",91343,6
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Male,"$4,150.00","$28,050.00",91402,6
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,"$1,517.00","$9,102.00",91303,3
Tenant Pending Final Submission of Documents,1,30,White,Female,"$4,000.00","$24,000.00",90008,10
Tenant Application Received,1,30,Black,Male,"$1,350.00","$17,550.00",90024,5
Tenant Application Received,1,30,Black,Female,"$3,000.00","$29,400.00",90012, 
Application on Hold,1,30,Black,Male,"$1,779.10","$5,369.90",90017,1
Closed Ineligible,1,30,Black,Female,"$1,000.00","$1,000.00",90062,8
Application on Hold,6,30,Other,Male,"$4,000.00","$24,000.00",90062,8
Tenant Application Received,5,30,Hispanic,Female,"$2,000.00","$14,000.00",90029,13
Application on Hold,6,30,Black,Female,"$1,300.00","$5,700.00",90044,8
Tenant Application Received,3,30,Hispanic,Female,$181.00,"$2,407.00",90006,1
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,960.00","$7,840.00",91331,7
Tenant Application Received,2,30,Black,Male,"$3,350.00","$38,873.00",90062,8
Tenant Application Received,3,30,Hispanic,Female,"$1,420.00","$29,820.00",90018,8
Manager Approval Required,1,30,White,Female,"$3,200.00","$19,200.00",90011,9
Application on Hold,1,30,White,Female,"$1,600.00","$1,100.00",90057,13
Tenant Application Received,2,30,Black,Female,"$2,673.00","$21,384.00",91411,4
Tenant Application Received,4,30,Black,Female,"$2,100.00","$21,000.00",90044,8
Tenant Approved: Closed Landlord Paid,6,30,Hispanic,Female,"$1,100.00","$3,300.00",90006,10
Tenant Application Received,2,30,Black,Female,"$1,500.00","$49,500.00",90043,8
Tenant Application Received,2,30,Asian,Male,$846.00,"$15,228.00",90006,10
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,000.00","$6,000.00",91311,12
Tenant Application Received,2,30,Hispanic,Female,$500.00,"$2,850.00",90744,15
Closed Ineligible,1,30,Asian,Female,"$1,390.00","$8,340.00",90005,1
Application on Hold,4,30,Black,Male,"$1,967.83","$1,967.83",90017,1
Application on Hold,4,30,Hispanic,Female,"$1,041.00","$1,041.00",90033,14
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Female,"$1,300.00","$1,500.00",90043,8
Tenant Application Received,1,30,Black,Female,"$1,495.00","$14,950.00",90005,5
Tenant Eligibility Under Review,3,30,White,Male,"$5,200.00","$46,800.00",90016,10
Tenant Application Received,1,30,Black,Female,"$1,400.00","$12,600.00",90044,8
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,963.00","$1,916.63",91406,6
Tenant Pending Final Submission of Documents,1,30,Other,Female,$928.00,"$2,784.00",90018,8
Tenant Application Received,3,30,Hispanic,Male,"$1,265.00","$21,505.00",91605,2
Closed Ineligible,4,30,Hispanic,Female,"$1,500.00","$15,000.00",90029,13
Application on Hold,1,30,White,Male,"$1,600.00","$9,600.00",90038,13
Application on Hold,2,30,Hispanic,Female,"$1,501.16","$1,501.16",91331,6
Tenant Application Received,2,30,Hispanic,Female,"$3,500.00","$77,000.00",90032,14
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,"$1,500.00","$1,500.00",91406,6
Tenant Approved: Landlord Final Notification to Respond,1,30,Hispanic,Male,"$1,695.00","$3,419.00",90005,10
Tenant Application Received,1,80,White,Female,"$3,450.00","$52,875.00",91605,2
Tenant Application Received,6,30,Hispanic,Female,"$1,400.00","$36,400.00",90033,14
Application on Hold,1,30,Hispanic,Female,"$1,175.00","$3,525.00",90057,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Male,$737.00,"$2,211.00",90033,14
Tenant Application Received,3,30,White,Female,"$2,350.00","$16,314.15",90028,13
Tenant Application Received,6,30,Hispanic,Male,"$2,030.00","$10,296.00",90031,14
Closed Ineligible,1,30,White,Female,"$3,200.00","$19,200.00",90011,9
Tenant Approved: Closed Landlord Paid,1,30,White,Male,"$1,375.00","$7,375.00",90028,13
Application on Hold,5,30,Hispanic,Female,"$2,125.00","$9,000.00",90016,10
Tenant Approved: Landlord Eligibility Under Review,4,30,White,Male,"$2,000.00","$12,000.00",91607,2
Closed Ineligible,3,30,White,Male,"$1,600.00","$4,300.00",91773, 
Application on Hold,4,30,White,Female,"$3,850.00","$23,100.00",91405,6
Tenant Application Received,3,30,White,Female,"$1,850.00","$8,325.00",90006,10
Application on Hold,1,30,Other,Female,"$1,795.00","$4,680.00",90025,11
Tenant Approved: Closed Landlord Paid,2,30,Black,Female,"$2,315.00","$3,535.00",90057-3217,1
Closed Ineligible,7,30,Hispanic,Female,"$1,600.00","$3,400.00",90221, 
Tenant Application Received,1,30,Black,Male,"$3,500.00","$22,700.00",90045,11
Tenant Application Received,5,30,Hispanic,Female,"$1,363.58","$17,726.54",90019,10
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$4,413.00","$8,130.86",90015,14
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$2,983.00","$6,292.00",90018,10
Application on Hold,2,30,Hispanic,Male,"$1,375.00","$8,250.00",90031,14
Tenant Pending Final Submission of Documents,1,30,White,Female,"$1,150.00","$1,150.00",90731,15
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,"$2,100.00","$3,300.00",90023,14
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Female,$937.00,"$5,622.00",90029,13
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Male,"$1,595.00","$1,000.98",91402,6
Tenant Approved: Landlord Final Notification to Respond,1,30,Hispanic,Female,$850.00,"$5,100.00",90057,1
Tenant Application Received,2,30,Other,Male,"$2,591.00","$42,500.00",90028,13
Tenant Application Received,1,30,Black,Male,"$2,293.00","$34,108.00",90005,10
Tenant Application Received,2,30,Black,Male,"$1,143.00","$7,867.00",91324,12
Tenant Pending Final Submission of Documents,2,30,Black,Female,"$2,365.00","$2,569.00",90025,11
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$2,400.00","$12,500.00",90731,15
Application on Hold,1,30,Black,Female,"$1,200.00","$7,200.00",90034,10
Tenant Application Received,1,30,Black,Male,"$1,000.00","$6,000.00",90062,8
Tenant Pending Final Submission of Documents,1,30,Other,Female,"$2,400.00","$1,700.00",91335,4
Tenant Application Received,1,30,White,Female,"$3,800.00","$38,000.00",91401,2
Tenant Application Received,2,30,Hispanic,Male,"$2,164.45","$58,440.15",90019,10
Tenant Pending Final Submission of Documents,1,30,White,Female,"$3,170.00","$19,020.00",90069,4
Tenant Application Received,2,30,Black,Female,"$1,700.00","$27,650.00",90043,8
Tenant Application Received,1,30,Hispanic,Female,"$3,100.00","$37,200.00",90032,14
Tenant Application Received,1,30,White,Female,"$1,075.00","$9,675.00",90004,10
Application on Hold,1,30,Hispanic,Female,"$1,300.00","$4,900.00",90020,10
Closed Ineligible,1,30,Hispanic,Female,"$2,095.00","$7,443.64",90806, 
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Male,"$2,000.00","$12,000.00",91352,6
Closed Ineligible,3,30,Other,Male,"$1,505.00","$18,060.00",91306,3
Closed Ineligible,1,30,Black,Female,$650.00,"$11,000.00",90047, 
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Black,Female,"$1,550.00","$6,200.00",90003,9
Tenant Application Received,2,30,Other,Female,"$1,705.00","$8,237.22",90014,14
Tenant Application Received,1,30,Black,Male,"$1,268.31","$15,219.72",90036,5
Tenant Pending Final Submission of Documents,2,30,Black,Male,"$1,275.00","$10,000.00",90047,8
Tenant Application Received,1,30,Black,Female,"$1,250.00","$11,250.00",91601,2
Tenant Approved: Landlord Final Notification to Respond,4,30,Hispanic,Female,"$2,265.00","$13,035.00",90003,9
Tenant Application Received,5,30,Hispanic,Female,"$1,060.00","$9,540.00",90037,9
Tenant Application Received,3,30,Black,Female,"$3,598.00","$28,257.81",90015,14
Tenant Application Received,1,30,White,Male,"$1,020.60","$22,453.20",91601,2
Application on Hold,1,30,White,Female,"$3,580.00","$17,900.00",90036,5
Closed Ineligible,5,30,Hispanic,Female,"$3,400.00","$5,400.00",90002, 
